track_id,track_num,scenario,domain,track_dir,annotation_path,gt_text,layout,track_status,num_lr_images,num_hr_images,lr_image_paths,hr_image_paths,annotation_notes
track_01630,1630,Scenario-A,Brazilian,Scenario-A/Brazilian/track_01630,Scenario-A/Brazilian/track_01630/annotations.json,ADO6225,Brazilian,ok,5,5,"[""Scenario-A/Brazilian/track_01630/lr-001.png"", ""Scenario-A/Brazilian/track_01630/lr-002.png"", ""Scenario-A/Brazilian/track_01630/lr-003.png"", ""Scenario-A/Brazilian/track_01630/lr-004.png"", ""Scenario-A/Brazilian/track_01630/lr-005.png""]","[""Scenario-A/Brazilian/track_01630/hr-001.png"", ""Scenario-A/Brazilian/track_01630/hr-002.png"", ""Scenario-A/Brazilian/track_01630/hr-003.png"", ""Scenario-A/Brazilian/track_01630/hr-004.png"", ""Scenario-A/Brazilian/track_01630/hr-005.png""]",[]
track_02057,2057,Scenario-A,Brazilian,Scenario-A/Brazilian/track_02057,Scenario-A/Brazilian/track_02057/annotations.json,AXS7787,Brazilian,ok,5,5,"[""Scenario-A/Brazilian/track_02057/lr-001.png"", ""Scenario-A/Brazilian/track_02057/lr-002.png"", ""Scenario-A/Brazilian/track_02057/lr-003.png"", ""Scenario-A/Brazilian/track_02057/lr-004.png"", ""Scenario-A/Brazilian/track_02057/lr-005.png""]","[""Scenario-A/Brazilian/track_02057/hr-001.png"", ""Scenario-A/Brazilian/track_02057/hr-002.png"", ""Scenario-A/Brazilian/track_02057/hr-003.png"", ""Scenario-A/Brazilian/track_02057/hr-004.png"", ""Scenario-A/Brazilian/track_02057/hr-005.png""]",[]
track_02359,2359,Scenario-A,Brazilian,Scenario-A/Brazilian/track_02359,Scenario-A/Brazilian/track_02359/annotations.json,AWH5972,Brazilian,ok,5,5,"[""Scenario-A/Brazilian/track_02359/lr-001.png"", ""Scenario-A/Brazilian/track_02359/lr-002.png"", ""Scenario-A/Brazilian/track_02359/lr-003.png"", ""Scenario-A/Brazilian/track_02359/lr-004.png"", ""Scenario-A/Brazilian/track_02359/lr-005.png""]","[""Scenario-A/Brazilian/track_02359/hr-001.png"", ""Scenario-A/Brazilian/track_02359/hr-002.png"", ""Scenario-A/Brazilian/track_02359/hr-003.png"", ""Scenario-A/Brazilian/track_02359/hr-004.png"", ""Scenario-A/Brazilian/track_02359/hr-005.png""]",[]
track_06214,6214,Scenario-A,Brazilian,Scenario-A/Brazilian/track_06214,Scenario-A/Brazilian/track_06214/annotations.json,AXE0751,Brazilian,ok,5,5,"[""Scenario-A/Brazilian/track_06214/lr-001.png"", ""Scenario-A/Brazilian/track_06214/lr-002.png"", ""Scenario-A/Brazilian/track_06214/lr-003.png"", ""Scenario-A/Brazilian/track_06214/lr-004.png"", ""Scenario-A/Brazilian/track_06214/lr-005.png""]","[""Scenario-A/Brazilian/track_06214/hr-001.png"", ""Scenario-A/Brazilian/track_06214/hr-002.png"", ""Scenario-A/Brazilian/track_06214/hr-003.png"", ""Scenario-A/Brazilian/track_06214/hr-004.png"", ""Scenario-A/Brazilian/track_06214/hr-005.png""]",[]
track_06252,6252,Scenario-A,Brazilian,Scenario-A/Brazilian/track_06252,Scenario-A/Brazilian/track_06252/annotations.json,AXI3888,Brazilian,ok,5,5,"[""Scenario-A/Brazilian/track_06252/lr-001.png"", ""Scenario-A/Brazilian/track_06252/lr-002.png"", ""Scenario-A/Brazilian/track_06252/lr-003.png"", ""Scenario-A/Brazilian/track_06252/lr-004.png"", ""Scenario-A/Brazilian/track_06252/lr-005.png""]","[""Scenario-A/Brazilian/track_06252/hr-001.png"", ""Scenario-A/Brazilian/track_06252/hr-002.png"", ""Scenario-A/Brazilian/track_06252/hr-003.png"", ""Scenario-A/Brazilian/track_06252/hr-004.png"", ""Scenario-A/Brazilian/track_06252/hr-005.png""]",[]
track_06476,6476,Scenario-A,Brazilian,Scenario-A/Brazilian/track_06476,Scenario-A/Brazilian/track_06476/annotations.json,AOZ2423,Brazilian,ok,5,5,"[""Scenario-A/Brazilian/track_06476/lr-001.png"", ""Scenario-A/Brazilian/track_06476/lr-002.png"", ""Scenario-A/Brazilian/track_06476/lr-003.png"", ""Scenario-A/Brazilian/track_06476/lr-004.png"", ""Scenario-A/Brazilian/track_06476/lr-005.png""]","[""Scenario-A/Brazilian/track_06476/hr-001.png"", ""Scenario-A/Brazilian/track_06476/hr-002.png"", ""Scenario-A/Brazilian/track_06476/hr-003.png"", ""Scenario-A/Brazilian/track_06476/hr-004.png"", ""Scenario-A/Brazilian/track_06476/hr-005.png""]",[]
track_03597,3597,Scenario-A,Mercosur,Scenario-A/Mercosur/track_03597,Scenario-A/Mercosur/track_03597/annotations.json,AXW7G34,Mercosur,ok,5,5,"[""Scenario-A/Mercosur/track_03597/lr-001.png"", ""Scenario-A/Mercosur/track_03597/lr-002.png"", ""Scenario-A/Mercosur/track_03597/lr-003.png"", ""Scenario-A/Mercosur/track_03597/lr-004.png"", ""Scenario-A/Mercosur/track_03597/lr-005.png""]","[""Scenario-A/Mercosur/track_03597/hr-001.png"", ""Scenario-A/Mercosur/track_03597/hr-002.png"", ""Scenario-A/Mercosur/track_03597/hr-003.png"", ""Scenario-A/Mercosur/track_03597/hr-004.png"", ""Scenario-A/Mercosur/track_03597/hr-005.png""]",[]
track_04756,4756,Scenario-A,Mercosur,Scenario-A/Mercosur/track_04756,Scenario-A/Mercosur/track_04756/annotations.json,EFE9G72,Mercosur,ok,5,5,"[""Scenario-A/Mercosur/track_04756/lr-001.png"", ""Scenario-A/Mercosur/track_04756/lr-002.png"", ""Scenario-A/Mercosur/track_04756/lr-003.png"", ""Scenario-A/Mercosur/track_04756/lr-004.png"", ""Scenario-A/Mercosur/track_04756/lr-005.png""]","[""Scenario-A/Mercosur/track_04756/hr-001.png"", ""Scenario-A/Mercosur/track_04756/hr-002.png"", ""Scenario-A/Mercosur/track_04756/hr-003.png"", ""Scenario-A/Mercosur/track_04756/hr-004.png"", ""Scenario-A/Mercosur/track_04756/hr-005.png""]",[]
track_07805,7805,Scenario-A,Mercosur,Scenario-A/Mercosur/track_07805,Scenario-A/Mercosur/track_07805/annotations.json,SEF5A45,Mercosur,ok,5,5,"[""Scenario-A/Mercosur/track_07805/lr-001.png"", ""Scenario-A/Mercosur/track_07805/lr-002.png"", ""Scenario-A/Mercosur/track_07805/lr-003.png"", ""Scenario-A/Mercosur/track_07805/lr-004.png"", ""Scenario-A/Mercosur/track_07805/lr-005.png""]","[""Scenario-A/Mercosur/track_07805/hr-001.png"", ""Scenario-A/Mercosur/track_07805/hr-002.png"", ""Scenario-A/Mercosur/track_07805/hr-003.png"", ""Scenario-A/Mercosur/track_07805/hr-004.png"", ""Scenario-A/Mercosur/track_07805/hr-005.png""]",[]
track_08132,8132,Scenario-A,Mercosur,Scenario-A/Mercosur/track_08132,Scenario-A/Mercosur/track_08132/annotations.json,FJS3H73,Mercosur,ok,5,5,"[""Scenario-A/Mercosur/track_08132/lr-001.png"", ""Scenario-A/Mercosur/track_08132/lr-002.png"", ""Scenario-A/Mercosur/track_08132/lr-003.png"", ""Scenario-A/Mercosur/track_08132/lr-004.png"", ""Scenario-A/Mercosur/track_08132/lr-005.png""]","[""Scenario-A/Mercosur/track_08132/hr-001.png"", ""Scenario-A/Mercosur/track_08132/hr-002.png"", ""Scenario-A/Mercosur/track_08132/hr-003.png"", ""Scenario-A/Mercosur/track_08132/hr-004.png"", ""Scenario-A/Mercosur/track_08132/hr-005.png""]",[]
track_08728,8728,Scenario-A,Mercosur,Scenario-A/Mercosur/track_08728,Scenario-A/Mercosur/track_08728/annotations.json,QHI7E17,Mercosur,ok,5,5,"[""Scenario-A/Mercosur/track_08728/lr-001.png"", ""Scenario-A/Mercosur/track_08728/lr-002.png"", ""Scenario-A/Mercosur/track_08728/lr-003.png"", ""Scenario-A/Mercosur/track_08728/lr-004.png"", ""Scenario-A/Mercosur/track_08728/lr-005.png""]","[""Scenario-A/Mercosur/track_08728/hr-001.png"", ""Scenario-A/Mercosur/track_08728/hr-002.png"", ""Scenario-A/Mercosur/track_08728/hr-003.png"", ""Scenario-A/Mercosur/track_08728/hr-004.png"", ""Scenario-A/Mercosur/track_08728/hr-005.png""]",[]
track_08784,8784,Scenario-A,Mercosur,Scenario-A/Mercosur/track_08784,Scenario-A/Mercosur/track_08784/annotations.json,LMV2D67,Mercosur,ok,5,5,"[""Scenario-A/Mercosur/track_08784/lr-001.png"", ""Scenario-A/Mercosur/track_08784/lr-002.png"", ""Scenario-A/Mercosur/track_08784/lr-003.png"", ""Scenario-A/Mercosur/track_08784/lr-004.png"", ""Scenario-A/Mercosur/track_08784/lr-005.png""]","[""Scenario-A/Mercosur/track_08784/hr-001.png"", ""Scenario-A/Mercosur/track_08784/hr-002.png"", ""Scenario-A/Mercosur/track_08784/hr-003.png"", ""Scenario-A/Mercosur/track_08784/hr-004.png"", ""Scenario-A/Mercosur/track_08784/hr-005.png""]",[]
track_08788,8788,Scenario-A,Mercosur,Scenario-A/Mercosur/track_08788,Scenario-A/Mercosur/track_08788/annotations.json,AZZ4D85,Mercosur,ok,5,5,"[""Scenario-A/Mercosur/track_08788/lr-001.png"", ""Scenario-A/Mercosur/track_08788/lr-002.png"", ""Scenario-A/Mercosur/track_08788/lr-003.png"", ""Scenario-A/Mercosur/track_08788/lr-004.png"", ""Scenario-A/Mercosur/track_08788/lr-005.png""]","[""Scenario-A/Mercosur/track_08788/hr-001.png"", ""Scenario-A/Mercosur/track_08788/hr-002.png"", ""Scenario-A/Mercosur/track_08788/hr-003.png"", ""Scenario-A/Mercosur/track_08788/hr-004.png"", ""Scenario-A/Mercosur/track_08788/hr-005.png""]",[]
track_10276,10276,Scenario-B,Brazilian,Scenario-B/Brazilian/track_10276,Scenario-B/Brazilian/track_10276/annotations.json,ATG4640,Brazilian,ok,5,5,"[""Scenario-B/Brazilian/track_10276/lr-001.jpg"", ""Scenario-B/Brazilian/track_10276/lr-002.jpg"", ""Scenario-B/Brazilian/track_10276/lr-003.jpg"", ""Scenario-B/Brazilian/track_10276/lr-004.jpg"", ""Scenario-B/Brazilian/track_10276/lr-005.jpg""]","[""Scenario-B/Brazilian/track_10276/hr-001.jpg"", ""Scenario-B/Brazilian/track_10276/hr-002.jpg"", ""Scenario-B/Brazilian/track_10276/hr-003.jpg"", ""Scenario-B/Brazilian/track_10276/hr-004.jpg"", ""Scenario-B/Brazilian/track_10276/hr-005.jpg""]",[]
track_10344,10344,Scenario-B,Brazilian,Scenario-B/Brazilian/track_10344,Scenario-B/Brazilian/track_10344/annotations.json,MBH9851,Brazilian,ok,5,5,"[""Scenario-B/Brazilian/track_10344/lr-001.jpg"", ""Scenario-B/Brazilian/track_10344/lr-002.jpg"", ""Scenario-B/Brazilian/track_10344/lr-003.jpg"", ""Scenario-B/Brazilian/track_10344/lr-004.jpg"", ""Scenario-B/Brazilian/track_10344/lr-005.jpg""]","[""Scenario-B/Brazilian/track_10344/hr-001.jpg"", ""Scenario-B/Brazilian/track_10344/hr-002.jpg"", ""Scenario-B/Brazilian/track_10344/hr-003.jpg"", ""Scenario-B/Brazilian/track_10344/hr-004.jpg"", ""Scenario-B/Brazilian/track_10344/hr-005.jpg""]",[]
track_15246,15246,Scenario-B,Mercosur,Scenario-B/Mercosur/track_15246,Scenario-B/Mercosur/track_15246/annotations.json,ATD4H77,Mercosur,ok,5,5,"[""Scenario-B/Mercosur/track_15246/lr-001.jpg"", ""Scenario-B/Mercosur/track_15246/lr-002.jpg"", ""Scenario-B/Mercosur/track_15246/lr-003.jpg"", ""Scenario-B/Mercosur/track_15246/lr-004.jpg"", ""Scenario-B/Mercosur/track_15246/lr-005.jpg""]","[""Scenario-B/Mercosur/track_15246/hr-001.jpg"", ""Scenario-B/Mercosur/track_15246/hr-002.jpg"", ""Scenario-B/Mercosur/track_15246/hr-003.jpg"", ""Scenario-B/Mercosur/track_15246/hr-004.jpg"", ""Scenario-B/Mercosur/track_15246/hr-005.jpg""]",[]
track_15940,15940,Scenario-B,Mercosur,Scenario-B/Mercosur/track_15940,Scenario-B/Mercosur/track_15940/annotations.json,RUN2B04,Mercosur,ok,5,5,"[""Scenario-B/Mercosur/track_15940/lr-001.jpg"", ""Scenario-B/Mercosur/track_15940/lr-002.jpg"", ""Scenario-B/Mercosur/track_15940/lr-003.jpg"", ""Scenario-B/Mercosur/track_15940/lr-004.jpg"", ""Scenario-B/Mercosur/track_15940/lr-005.jpg""]","[""Scenario-B/Mercosur/track_15940/hr-001.jpg"", ""Scenario-B/Mercosur/track_15940/hr-002.jpg"", ""Scenario-B/Mercosur/track_15940/hr-003.jpg"", ""Scenario-B/Mercosur/track_15940/hr-004.jpg"", ""Scenario-B/Mercosur/track_15940/hr-005.jpg""]",[]
track_16398,16398,Scenario-B,Mercosur,Scenario-B/Mercosur/track_16398,Scenario-B/Mercosur/track_16398/annotations.json,QOX6B36,Mercosur,ok,5,5,"[""Scenario-B/Mercosur/track_16398/lr-001.jpg"", ""Scenario-B/Mercosur/track_16398/lr-002.jpg"", ""Scenario-B/Mercosur/track_16398/lr-003.jpg"", ""Scenario-B/Mercosur/track_16398/lr-004.jpg"", ""Scenario-B/Mercosur/track_16398/lr-005.jpg""]","[""Scenario-B/Mercosur/track_16398/hr-001.jpg"", ""Scenario-B/Mercosur/track_16398/hr-002.jpg"", ""Scenario-B/Mercosur/track_16398/hr-003.jpg"", ""Scenario-B/Mercosur/track_16398/hr-004.jpg"", ""Scenario-B/Mercosur/track_16398/hr-005.jpg""]",[]
track_16706,16706,Scenario-B,Mercosur,Scenario-B/Mercosur/track_16706,Scenario-B/Mercosur/track_16706/annotations.json,TBN7J61,Mercosur,ok,5,5,"[""Scenario-B/Mercosur/track_16706/lr-001.jpg"", ""Scenario-B/Mercosur/track_16706/lr-002.jpg"", ""Scenario-B/Mercosur/track_16706/lr-003.jpg"", ""Scenario-B/Mercosur/track_16706/lr-004.jpg"", ""Scenario-B/Mercosur/track_16706/lr-005.jpg""]","[""Scenario-B/Mercosur/track_16706/hr-001.jpg"", ""Scenario-B/Mercosur/track_16706/hr-002.jpg"", ""Scenario-B/Mercosur/track_16706/hr-003.jpg"", ""Scenario-B/Mercosur/track_16706/hr-004.jpg"", ""Scenario-B/Mercosur/track_16706/hr-005.jpg""]",[]
track_17509,17509,Scenario-B,Mercosur,Scenario-B/Mercosur/track_17509,Scenario-B/Mercosur/track_17509/annotations.json,ABL4A29,Mercosur,ok,5,5,"[""Scenario-B/Mercosur/track_17509/lr-001.jpg"", ""Scenario-B/Mercosur/track_17509/lr-002.jpg"", ""Scenario-B/Mercosur/track_17509/lr-003.jpg"", ""Scenario-B/Mercosur/track_17509/lr-004.jpg"", ""Scenario-B/Mercosur/track_17509/lr-005.jpg""]","[""Scenario-B/Mercosur/track_17509/hr-001.jpg"", ""Scenario-B/Mercosur/track_17509/hr-002.jpg"", ""Scenario-B/Mercosur/track_17509/hr-003.jpg"", ""Scenario-B/Mercosur/track_17509/hr-004.jpg"", ""Scenario-B/Mercosur/track_17509/hr-005.jpg""]",[]
track_17706,17706,Scenario-B,Mercosur,Scenario-B/Mercosur/track_17706,Scenario-B/Mercosur/track_17706/annotations.json,TAQ1A16,Mercosur,ok,5,5,"[""Scenario-B/Mercosur/track_17706/lr-001.jpg"", ""Scenario-B/Mercosur/track_17706/lr-002.jpg"", ""Scenario-B/Mercosur/track_17706/lr-003.jpg"", ""Scenario-B/Mercosur/track_17706/lr-004.jpg"", ""Scenario-B/Mercosur/track_17706/lr-005.jpg""]","[""Scenario-B/Mercosur/track_17706/hr-001.jpg"", ""Scenario-B/Mercosur/track_17706/hr-002.jpg"", ""Scenario-B/Mercosur/track_17706/hr-003.jpg"", ""Scenario-B/Mercosur/track_17706/hr-004.jpg"", ""Scenario-B/Mercosur/track_17706/hr-005.jpg""]",[]
track_18339,18339,Scenario-B,Mercosur,Scenario-B/Mercosur/track_18339,Scenario-B/Mercosur/track_18339/annotations.json,AVX5C05,Mercosur,ok,5,5,"[""Scenario-B/Mercosur/track_18339/lr-001.jpg"", ""Scenario-B/Mercosur/track_18339/lr-002.jpg"", ""Scenario-B/Mercosur/track_18339/lr-003.jpg"", ""Scenario-B/Mercosur/track_18339/lr-004.jpg"", ""Scenario-B/Mercosur/track_18339/lr-005.jpg""]","[""Scenario-B/Mercosur/track_18339/hr-001.jpg"", ""Scenario-B/Mercosur/track_18339/hr-002.jpg"", ""Scenario-B/Mercosur/track_18339/hr-003.jpg"", ""Scenario-B/Mercosur/track_18339/hr-004.jpg"", ""Scenario-B/Mercosur/track_18339/hr-005.jpg""]",[]
track_19594,19594,Scenario-B,Mercosur,Scenario-B/Mercosur/track_19594,Scenario-B/Mercosur/track_19594/annotations.json,FBD2B31,Mercosur,ok,5,5,"[""Scenario-B/Mercosur/track_19594/lr-001.jpg"", ""Scenario-B/Mercosur/track_19594/lr-002.jpg"", ""Scenario-B/Mercosur/track_19594/lr-003.jpg"", ""Scenario-B/Mercosur/track_19594/lr-004.jpg"", ""Scenario-B/Mercosur/track_19594/lr-005.jpg""]","[""Scenario-B/Mercosur/track_19594/hr-001.jpg"", ""Scenario-B/Mercosur/track_19594/hr-002.jpg"", ""Scenario-B/Mercosur/track_19594/hr-003.jpg"", ""Scenario-B/Mercosur/track_19594/hr-004.jpg"", ""Scenario-B/Mercosur/track_19594/hr-005.jpg""]",[]
track_20364,20364,Scenario-B,Mercosur,Scenario-B/Mercosur/track_20364,Scenario-B/Mercosur/track_20364/annotations.json,AMQ6A18,Mercosur,ok,5,5,"[""Scenario-B/Mercosur/track_20364/lr-001.jpg"", ""Scenario-B/Mercosur/track_20364/lr-002.jpg"", ""Scenario-B/Mercosur/track_20364/lr-003.jpg"", ""Scenario-B/Mercosur/track_20364/lr-004.jpg"", ""Scenario-B/Mercosur/track_20364/lr-005.jpg""]","[""Scenario-B/Mercosur/track_20364/hr-001.jpg"", ""Scenario-B/Mercosur/track_20364/hr-002.jpg"", ""Scenario-B/Mercosur/track_20364/hr-003.jpg"", ""Scenario-B/Mercosur/track_20364/hr-004.jpg"", ""Scenario-B/Mercosur/track_20364/hr-005.jpg""]",[]
track_21983,21983,Scenario-B,Mercosur,Scenario-B/Mercosur/track_21983,Scenario-B/Mercosur/track_21983/annotations.json,TAZ9F51,Mercosur,ok,5,5,"[""Scenario-B/Mercosur/track_21983/lr-001.jpg"", ""Scenario-B/Mercosur/track_21983/lr-002.jpg"", ""Scenario-B/Mercosur/track_21983/lr-003.jpg"", ""Scenario-B/Mercosur/track_21983/lr-004.jpg"", ""Scenario-B/Mercosur/track_21983/lr-005.jpg""]","[""Scenario-B/Mercosur/track_21983/hr-001.jpg"", ""Scenario-B/Mercosur/track_21983/hr-002.jpg"", ""Scenario-B/Mercosur/track_21983/hr-003.jpg"", ""Scenario-B/Mercosur/track_21983/hr-004.jpg"", ""Scenario-B/Mercosur/track_21983/hr-005.jpg""]",[]
track_22379,22379,Scenario-B,Mercosur,Scenario-B/Mercosur/track_22379,Scenario-B/Mercosur/track_22379/annotations.json,RHQ6A25,Mercosur,ok,5,5,"[""Scenario-B/Mercosur/track_22379/lr-001.jpg"", ""Scenario-B/Mercosur/track_22379/lr-002.jpg"", ""Scenario-B/Mercosur/track_22379/lr-003.jpg"", ""Scenario-B/Mercosur/track_22379/lr-004.jpg"", ""Scenario-B/Mercosur/track_22379/lr-005.jpg""]","[""Scenario-B/Mercosur/track_22379/hr-001.jpg"", ""Scenario-B/Mercosur/track_22379/hr-002.jpg"", ""Scenario-B/Mercosur/track_22379/hr-003.jpg"", ""Scenario-B/Mercosur/track_22379/hr-004.jpg"", ""Scenario-B/Mercosur/track_22379/hr-005.jpg""]",[]
